Empregados - admissões - Novo Caged sem ajuste
BA;2902807;Barra da Estiva;21;20;18;8;6;12;11;13;16;26;30;16;
BA;2902906;Barra do Choça;62;37;44;42;31;66;53;63;28;49;34;28;
BA;2903003;Barra do Mendes;1;5;1;1;0;1;0;2;0;2;2;2;
BA;2903102;Barra do Rocha;0;1;0;0;0;0;0;0;0;1;2;0;
BA;2903201;Barreiras;1166;1101;936;439;515;731;894;833;864;879;941;719;
BA;2903235;Barro Alto;0;0;1;0;0;0;0;0;2;1;0;0;
BA;2903276;Barrocas;36;34;29;13;13;14;15;32;48;23;53;13;
BA;2903300;Governador Lomanto Júnior;2;0;1;0;0;3;0;0;0;3;0;0;
BA;2903409;Belmonte;13;9;9;1;7;21;28;46;16;15;14;12;
BA;2903508;Belo Campo;3;6;9;2;8;10;6;0;5;3;5;8;
BA;2903607;Biritinga;3;4;1;0;1;0;1;5;0;4;15;4;
BA;2903706;Boa Nova;1;1;2;2;5;3;6;1;3;2;2;0;
BA;2903805;Boa Vista do Tupim;8;2;0;2;0;1;0;13;2;4;5;0;
BA;2903904;Bom Jesus da Lapa;117;117;113;36;34;94;76;102;106;127;129;98;
BA;2903953;Bom Jesus da Serra;1;0;1;1;0;0;0;0;3;1;0;0;
BA;2904001;Boninal;2;7;8;0;1;3;6;0;6;5;0;0;
BA;2904050;Bonito;0;3;3;3;1;0;1;3;7;1;3;4;
BA;2904100;Boquira;3;6;3;1;2;1;2;2;6;4;4;2;
BA;2904209;Botuporã;0;1;5;0;0;0;0;1;1;1;1;0;
BA;2904308;Brejões;5;5;9;0;0;0;4;2;1;2;2;1;
BA;2904407;Brejolândia;0;2;0;0;1;0;3;0;0;2;1;1;
BA;2904506;Brotas de Macaúbas;1;14;0;4;21;11;5;2;1;1;3;3;
BA;2904605;Brumado;477;651;349;163;187;205;276;309;416;489;406;283;
BA;2904704;Buerarema;7;6;3;2;4;0;2;9;7;15;8;9;
BA;2904753;Buritirama;2;0;2;1;1;0;1;0;2;1;0;0;
BA;2904803;Caatiba;2;78;5;3;3;1;2;0;2;2;0;1;
BA;2904852;Cabaceiras do Paraguaçu;2;6;8;1;4;1;2;2;4;3;1;1;
BA;2904902;Cachoeira;48;46;32;11;6;28;21;34;34;30;31;24;
BA;2905008;Caculé;30;131;36;16;24;32;33;40;53;56;77;44;
BA;2905107;Caém;1;0;3;0;0;0;2;1;1;2;2;4;
BA;2905156;Caetanos;1;8;2;0;0;1;6;10;6;2;6;2;
BA;2905206;Caetité;138;128;87;15;26;68;57;38;107;110;108;161;
BA;2905305;Cafarnaum;5;4;6;1;19;2;0;2;3;5;2;4;
BA;2905404;Cairu;78;118;69;12;3;4;4;19;50;49;149;225;
BA;2905503;Caldeirão Grande;1;0;0;0;0;1;1;0;1;0;0;0;
BA;2905602;Camacan;101;70;58;6;6;8;15;93;166;34;27;16;
BA;2905701;Camaçari;2162;2132;2379;700;824;925;1563;1898;2695;2345;2715;2466;
BA;2905800;Camamu;7;17;14;2;4;3;7;11;8;30;17;17;
BA;2905909;Campo Alegre de Lourdes;7;14;21;5;5;4;12;6;6;5;10;12;
BA;2906006;Campo Formoso;116;104;91;81;37;48;57;128;149;155;112;90;
BA;2906105;Canápolis;0;0;0;0;1;0;0;0;2;2;2;2;
BA;2906204;Canarana;4;4;3;0;0;2;8;1;2;4;20;2;
BA;2906303;Canavieiras;13;21;13;2;3;8;14;7;20;14;10;6;
BA;2906402;Candeal;2;1;0;0;0;0;0;0;0;1;0;0;
BA;2906501;Candeias;241;270;255;155;140;141;226;339;484;578;455;311;
BA;2906600;Candiba;3;3;2;1;1;0;0;2;3;7;2;10;
BA;2906709;Cândido Sales;12;12;6;4;0;3;5;3;5;14;15;11;
BA;2906808;Cansanção;20;13;12;1;5;3;7;2;4;9;13;10;
BA;2906824;Canudos;1;5;0;2;1;24;0;0;4;0;0;0;
BA;2906857;Capela do Alto Alegre;1;1;3;7;2;1;0;1;10;1;8;4;
BA;2906873;Capim Grosso;73;72;63;34;16;35;30;44;65;107;60;64;
BA;2906899;Caraíbas;7;0;1;9;0;0;1;0;0;2;2;1;
BA;2906907;Caravelas;15;78;162;75;26;23;8;17;12;24;19;26;
BA;2907004;Cardeal da Silva;0;1;8;1;1;24;1;0;6;17;3;0;
BA;2907103;Carinhanha;1;1;1;1;1;3;9;2;7;3;0;3;
BA;2907202;Casa Nova;517;267;375;309;311;671;519;905;1259;504;318;346;
BA;2907301;Castro Alves;15;33;18;41;11;18;20;43;60;41;35;10;
