municipio,participacao
Alto Alegre,0.00126
Alumínio,0.04419
Álvares Florence,0.00138
Álvares Machado,0.00788
Álvaro de Carvalho,0.00065
Alvinlândia,0.00065
Americana,0.16885
Américo Brasiliense,0.01365
Américo de Campos,0.00141
Amparo,0.05717
Analândia,0.00231
Andradina,0.03157
Angatuba,0.01636
Anhembi,0.00188
Anhumas,0.00117
Aparecida,0.01155
Aparecida d'Oeste,0.00168
Apiaí,0.00996
Araçariguama,0.05342
Araçatuba,0.10006
Araçoiaba da Serra,0.01338
Aramina,0.00167
Arandu,0.00216
Arapeí,0.00051
Araraquara,0.13263
Araras,0.07704
Arco-Íris,0.00069
Arealva,0.00252
Areias,0.00064
Areiópolis,0.00181
Ariranha,0.01262
Artur Nogueira,0.0191
Arujá,0.09202
Aspásia,0.00044
Assis,0.0453
Atibaia,0.09278
Auriflama,0.00398
Avaí,0.00417
Avanhandava,0.00221
Avaré,0.03638
Bady Bassitt,0.00612
Balbinos,0.00073
Bálsamo,0.00309
Bananal,0.0024
Barão de Antonina,0.00083
Barbosa,0.00121
Bariri,0.01801
Barra Bonita,0.01682
Barra do Chapéu,0.00148
Barra do Turvo,0.0014
Barretos,0.06551
Barrinha,0.00693
Barueri,0.64388
Bastos,0.01184
Batatais,0.02682
Bauru,0.18554
Bebedouro,0.04528
Bento de Abreu,0.00234
Bernardino de Campos,0.00419
Bertioga,0.02294
Bilac,0.00325
Birigui,0.0438
Biritiba Mirim,0.01077
Boa Esperança do Sul,0.00422
Bocaina,0.00313
Bofete,0.00236
Boituva,0.03765
Bom Jesus dos Perdões,0.01623
Bom Sucesso de Itararé,0.00071
Borá,0.00082
Boracéia,0.00576
Borborema,0.00575
Borebi,0.00082
Botucatu,0.06635
Bragança Paulista,0.08826
Braúna,0.00134
Brejo Alegre,0.00084
Brodowski,0.00993
Brotas,0.01247
Buri,0.00759
Buritama,0.00696
Buritizal,0.00271
Cabrália Paulista,0.00114
Cabreúva,0.06615
Caçapava,0.05786
Cachoeira Paulista,0.00747
Caconde,0.00637
Cafelândia,0.00757
Caiabu,0.00077
Caieiras,0.05391
Caiuá,0.00107
Cajamar,0.25203
Cajati,0.01948
Cajobi,0.0019
Cajuru,0.00845
Campina do Monte Alegre,0.00168
Campinas,0.80943
Campo Limpo Paulista,0.02808
Campos do Jordão,0.01609
Campos Novos Paulista,0.00216
Cananéia,0.00293
Canas,0.00144
Cândido Mota,0.01685
Cândido Rodrigues,0.00119
Canitar,0.00182
Capão Bonito,0.01408
Capela do Alto,0.00435
Capivari,0.03319
Caraguatatuba,0.05029
Carapicuíba,0.07606
Cardoso,0.00356
Casa Branca,0.01308
Cássia dos Coqueiros,0.00325
Castilho,0.0154
Catanduva,0.0579
Catiguá,0.0017
Cedral,0.00592
Cerqueira César,0.01062
Cerquilho,0.02601
Cesário Lange,0.00822
Charqueada,0.00572
Clementina,0.00207
Colina,0.01711
Colômbia,0.00414
Conchal,0.00953
Conchas,0.0048
Cordeirópolis,0.04558
Coroados,0.00243
Coronel Macedo,0.00157
Corumbataí,0.00383
Cosmópolis,0.02341
Cosmorama,0.00562
Cotia,0.17881
Cravinhos,0.01945
Cristais Paulista,0.00385
Cruzália,0.00153
Cruzeiro,0.03531
Cubatão,0.24352
Cunha,0.00362
Descalvado,0.02309
Diadema,0.20511
Dirce Reis,0.00077
Divinolândia,0.00545
Dobrada,0.00154
Dois Córregos,0.00927
Dolcinópolis,0.00065
Dourado,0.0089
Dracena,0.01603
Duartina,0.0028
Dumont,0.0038
Echaporã,0.00169
Eldorado,0.00365
Elias Fausto,0.01115
Elisiário,0.00084
Embaúba,0.00063
Embu das Artes,0.15884
Embu-Guaçu,0.01616
Emilianópolis,0.00088
Engenheiro Coelho,0.00734
Espírito Santo do Pinhal,0.02292
Espírito Santo do Turvo,0.00102
Estrela d'Oeste,0.00836
Estrela do Norte,0.00069
Euclides da Cunha Paulista,0.00151
Fartura,0.00526
Fernandópolis,0.02739
Fernando Prestes,0.00228
Fernão,0.0009
Ferraz de Vasconcelos,0.0526
Flora Rica,0.00047
Floreal,0.00091
Flórida Paulista,0.00294
Florínea,0.00191
Franca,0.12512
Francisco Morato,0.02078
Franco da Rocha,0.04769
Gabriel Monteiro,0.00104
Gália,0.00192
Garça,0.01914
Gastão Vidigal,0.00095
Gavião Peixoto,0.01314
General Salgado,0.00305
Getulina,0.0024
Glicério,0.00139
Guaiçara,0.00258
Guaimbê,0.00492
Guaíra,0.03001
Guapiaçu,0.00995
Guapiara,0.00487
Guará,0.00686
Guaraçaí,0.00362
Guaraci,0.00417
Guarani d'Oeste,0.00041
Guarantã,0.00218
Guararapes,0.01331
Guararema,0.01716
Guaratinguetá,0.08741
Guareí,0.00348
Guariba,0.0126
Guarujá,0.11645
Guarulhos,0.85858
Guatapará,0.00272
Guzolândia,0.00104
Herculândia,0.00395
Holambra,0.01624
Hortolândia,0.20392
Iacanga,0.0073
Iacri,0.00352
Iaras,0.00187
Ibaté,0.01286
Ibirá,0.00353
Ibirarema,0.00271
Ibitinga,0.02181
Ibiúna,0.0263
Icém,0.00232
Iepê,0.00482
Igaraçu do Tietê,0.00423
Igarapava,0.01442
Igaratá,0.00266
Iguape,0.01763
Ilhabela,0.15486
Ilha Comprida,0.01513
Ilha Solteira,0.00783
Indaiatuba,0.25318
Indiana,0.00097
Indiaporã,0.00123
Inúbia Paulista,0.00152
Ipaussu,0.00554
Iperó,0.01076
Ipeúna,0.01052
Ipiguá,0.00138
Iporanga,0.0007
Ipuã,0.00491
Iracemápolis,0.02361
Irapuã,0.00207
Irapuru,0.00122
Itaberá,0.01127
Itaí,0.01026
Itajobi,0.01038
Itaju,0.00258
Itanhaém,0.02629
Itaoca,0.00059
Itapecerica da Serra,0.05447
Itapetininga,0.07057
Itapeva,0.04204
Itapevi,0.14264
Itapira,0.05278
Itapirapuã Paulista,0.00058
Itápolis,0.0181
Itaporanga,0.00339
Itapuí,0.01114
Itapura,0.00116
Itaquaquecetuba,0.10563
Itararé,0.01312
Itariri,0.00487
Itatiba,0.09149
Itatinga,0.0044
Itirapina,0.01413
Itirapuã,0.0018
Itobi,0.0022
Itu,0.11696
Itupeva,0.09347
Ituverava,0.02116
Jaborandi,0.0017
Jaboticabal,0.03996
Jacareí,0.17859
Jaci,0.00751
Jacupiranga,0.00589
Jaguariúna,0.15514
Jales,0.02199
Jambeiro,0.00392
Jandira,0.05446
Jardinópolis,0.01754
Jarinu,0.03326
Jaú,0.06194
Jeriquara,0.00187
Joanópolis,0.0029
João Ramalho,0.00165
José Bonifácio,0.01533
Júlio Mesquita,0.00065
Jumirim,0.00237
Jundiaí,0.63992
Junqueirópolis,0.00896
Juquiá,0.00407
Juquitiba,0.00637
Lagoinha,0.00082
Laranjal Paulista,0.01566
Lavínia,0.00205
Lavrinhas,0.00148
Leme,0.04551
Lençóis Paulista,0.05464
Limeira,0.17821
Lindóia,0.00273
Lins,0.07505
Lorena,0.04302
Lourdes,0.00048
Louveira,0.21834
Lucélia,0.00648
Lucianópolis,0.00078
Luís Antônio,0.01727
Luiziânia,0.00104
Lupércio,0.00109
Lutécia,0.00112
Macatuba,0.00714
Macaubal,0.00219
Macedônia,0.00101
Magda,0.00116
Mairinque,0.02991
Mairiporã,0.02539
Manduri,0.00324
Marabá Paulista,0.00174
Maracaí,0.00574
Marapoama,0.00133
Mariápolis,0.00085
Marília,0.10825
Marinópolis,0.00044
Martinópolis,0.00838
Matão,0.05944
Mauá,0.23054
Mendonça,0.00416
Meridiano,0.00437
Mesópolis,0.00091
Miguelópolis,0.01128
Mineiros do Tietê,0.00251
Miracatu,0.00507
Mira Estrela,0.00078
Mirandópolis,0.0082
Mirante do Paranapanema,0.00673
Mirassol,0.02952
Mirassolândia,0.00237
Mococa,0.03377
Mogi das Cruzes,0.21753
Mogi Guaçu,0.07618
Mogi Mirim,0.07006
Mombuca,0.00138
Monções,0.00065
Mongaguá,0.01392
Monte Alegre do Sul,0.0028
Monte Alto,0.02702
Monte Aprazível,0.00851
Monte Azul Paulista,0.00709
Monte Castelo,0.00142
Monteiro Lobato,0.00092
Monte Mor,0.04791
Morro Agudo,0.0136
Morungaba,0.00703
Motuca,0.00134
Murutinga do Sul,0.00098
Nantes,0.00158
Narandiba,0.00709
Natividade da Serra,0.00104
Nazaré Paulista,0.00516
Neves Paulista,0.00307
Nhandeara,0.00408
Nipoã,0.00106
Nova Aliança,0.00362
Nova Campina,0.00245
Nova Canaã Paulista,0.00051
Nova Castilho,0.00067
Nova Europa,0.00419
Nova Granada,0.00569
Nova Guataporanga,0.00041
Nova Independência,0.00237
Novais,0.00087
Nova Luzitânia,0.00067
Nova Odessa,0.04461
Novo Horizonte,0.0176
Nuporanga,0.00963
Ocauçu,0.00157
Óleo,0.00142
Olímpia,0.02831
Onda Verde,0.00228
Oriente,0.00144
Orindiúva,0.00711
Orlândia,0.02862
Osasco,0.9555
Oscar Bressane,0.00125
Osvaldo Cruz,0.01207
Ourinhos,0.04396
Ouroeste,0.00609
Ouro Verde,0.0015
Pacaembu,0.00242
Palestina,0.00467
Palmares Paulista,0.00151
Palmeira d'Oeste,0.00239
Palmital,0.00999
Panorama,0.00353
Paraguaçu Paulista,0.01999
Paraibuna,0.0039
Paraíso,0.00305
Paranapanema,0.01049
Paranapuã,0.00148
Parapuã,0.00823
Pardinho,0.00409
Pariquera-Açu,0.0065
Parisi,0.00059
Patrocínio Paulista,0.0151
Paulicéia,0.00222
Paulínia,0.58132
Paulistânia,0.00054
Paulo de Faria,0.00299
Pederneiras,0.03402
Pedra Bela,0.00131
Pedranópolis,0.00089
Pedregulho,0.01921
Pedreira,0.01667
Pedrinhas Paulista,0.00196
Pedro de Toledo,0.00198
Penápolis,0.02311
Pereira Barreto,0.01207
Pereiras,0.00353
Peruíbe,0.02182
Piacatu,0.00132
Piedade,0.01772
Pilar do Sul,0.01416
Pindamonhangaba,0.15249
Pindorama,0.00553
Pinhalzinho,0.00349
Piquerobi,0.00074
Piquete,0.0022
Piracaia,0.00734
Piracicaba,0.38344
Piraju,0.01028
Pirajuí,0.00599
Pirangi,0.00405
Pirapora do Bom Jesus,0.00917
Pirapozinho,0.01029
Pirassununga,0.03675
Piratininga,0.00309
Pitangueiras,0.01542
Planalto,0.00215
Platina,0.00133
Poá,0.04183
Poloni,0.00171
Pompéia,0.02166
Pongaí,0.00105
Pontal,0.01623
Pontalinda,0.00109
Pontes Gestal,0.00141
Populina,0.0013
Porangaba,0.00259
Porto Feliz,0.04166
Porto Ferreira,0.02769
Potim,0.00342
Potirendaba,0.00688
Pracinha,0.00045
Pradópolis,0.01217
Praia Grande,0.09685
Pratânia,0.0014
Presidente Alves,0.00086
Presidente Bernardes,0.00368
Presidente Epitácio,0.01471
Presidente Prudente,0.10255
Presidente Venceslau,0.00913
Promissão,0.02347
Quadra,0.0016
Quatá,0.00911
Queiroz,0.0076
Queluz,0.00431
Quintana,0.00307
Rafard,0.00491
Rancharia,0.01533
Redenção da Serra,0.00074
Regente Feijó,0.01092
Reginópolis,0.00205
Registro,0.02616
Restinga,0.00235
Ribeira,0.00069
Ribeirão Bonito,0.00413
Ribeirão Branco,0.00661
Ribeirão Corrente,0.00354
Ribeirão do Sul,0.00249
Ribeirão dos Índios,0.00052
Ribeirão Grande,0.0013
Ribeirão Pires,0.04318
Ribeirão Preto,0.44335
Riversul,0.00103
Rifaina,0.00212
Rincão,0.00251
Rinópolis,0.00387
Rio Claro,0.14697
Rio das Pedras,0.01984
Rio Grande da Serra,0.01066
Riolândia,0.00298
Rosana,0.0214
Roseira,0.00416
Rubiácea,0.00088
Rubinéia,0.00114
Sabino,0.00195
Sagres,0.00061
Sales,0.00188
Sales Oliveira,0.00463
Salesópolis,0.00279
Salmourão,0.00108
Saltinho,0.00419
Salto,0.10323
Salto de Pirapora,0.02465
Salto Grande,0.00304
Sandovalina,0.00354
Santa Adélia,0.00424
Santa Albertina,0.00238
Santa Bárbara d'Oeste,0.08683
Santa Branca,0.00347
Santa Clara d'Oeste,0.00107
Santa Cruz da Conceição,0.00179
Santa Cruz da Esperança,0.0007
Santa Cruz das Palmeiras,0.00728
Santa Cruz do Rio Pardo,0.03092
Santa Ernestina,0.00116
Santa Fé do Sul,0.01492
Santa Gertrudes,0.04323
Santa Isabel,0.01841
Santa Lúcia,0.00146
Santa Maria da Serra,0.0017
Santa Mercedes,0.00077
Santana da Ponte Pensa,0.00044
Santana de Parnaíba,0.1281
Santa Rita d'Oeste,0.00076
Santa Rita do Passa Quatro,0.00916
Santa Rosa de Viterbo,0.00925
Santa Salete,0.00047
Santo Anastácio,0.00617
Santo André,0.36196
Santo Antônio da Alegria,0.00235
Santo Antônio de Posse,0.02076
Santo Antônio do Aracanguá,0.00321
Santo Antônio do Jardim,0.00247
Santo Antônio do Pinhal,0.00165
Santo Expedito,0.00052
Santópolis do Aguapeí,0.00089
Santos,0.26731
São Bento do Sapucaí,0.00451
São Bernardo do Campo,0.64665
São Caetano do Sul,0.17273
São Carlos,0.15692
São Francisco,0.00057
São João da Boa Vista,0.04588
São João das Duas Pontes,0.00058
São João de Iracema,0.00057
São João do Pau d'Alho,0.00065
São Joaquim da Barra,0.02431
São José da Bela Vista,0.00257
São José do Barreiro,0.0007
São José do Rio Pardo,0.02636
São José do Rio Preto,0.2326
São José dos Campos,0.50164
São Lourenço da Serra,0.00317
São Luiz do Paraitinga,0.00227
São Manuel,0.01487
São Miguel Arcanjo,0.01059
São Paulo,9.19849
São Pedro,0.00983
São Pedro do Turvo,0.0026
São Roque,0.03829
São Sebastião,0.17763
São Sebastião da Grama,0.00475
São Simão,0.00556
São Vicente,0.06792
Sarapuí,0.00226
Sarutaiá,0.00107
Sebastianópolis do Sul,0.00463
Serra Azul,0.00217
Serrana,0.01497
Serra Negra,0.00938
Sertãozinho,0.07888
Sete Barras,0.00421
Severínia,0.00302
Silveiras,0.00103
Socorro,0.01243
Sorocaba,0.49415
Sud Mennucci,0.00252
Sumaré,0.17953
Suzano,0.16435
Suzanápolis,0.00379
Tabapuã,0.00319
Tabatinga,0.00378
Taboão da Serra,0.11419
Taciba,0.00207
Taguaí,0.00381
Taiaçu,0.00122
Taiúva,0.00155
Tambaú,0.00777
Tanabi,0.01469
Tapiraí,0.00205
Tapiratiba,0.00334
Taquaral,0.00052
Taquaritinga,0.01842
Taquarituba,0.01096
Taquarivaí,0.00408
Tarabai,0.00187
Tarumã,0.00995
Tatuí,0.05633
Taubaté,0.17976
Tejupá,0.00153
Teodoro Sampaio,0.00696
Terra Roxa,0.00194
Tietê,0.02395
Timburi,0.00074
Torre de Pedra,0.00042
Torrinha,0.00316
Trabiju,0.0005
Tremembé,0.00995
Três Fronteiras,0.00135
Tuiuti,0.00202
Tupã,0.02456
Tupi Paulista,0.00378
Turiúba,0.00063
Turmalina,0.00082
Ubarana,0.00236
Ubatuba,0.03003
Ubirajara,0.00127
Uchoa,0.00446
União Paulista,0.00064
Urânia,0.00317
Uru,0.00051
Urupês,0.00536
Valentim Gentil,0.00486
Valinhos,0.08843
Valparaíso,0.01372
Vargem,0.0017
Vargem Grande do Sul,0.01428
Vargem Grande Paulista,0.03216
Várzea Paulista,0.04401
Vera Cruz,0.00267
Vinhedo,0.13934
Viradouro,0.00492
Vista Alegre do Alto,0.00472
Vitória Brasil,0.0005
Votorantim,0.04349
Votuporanga,0.04286
Zacarias,0.00144
Chavantes,0.00296
Estiva Gerbi,0.00432
Abatiá,0.00246
Adrianópolis,0.00409
Agudos do Sul,0.00241
Almirante Tamandaré,0.02149
Altamira do Paraná,0.00107
Altônia,0.00513
Alto Paraná,0.00484
Alto Piquiri,0.00454
Alvorada do Sul,0.00375
Amaporã,0.00134
Ampére,0.00833
Anahy,0.00128
Andirá,0.00906
Ângulo,0.00171
Antonina,0.00778
Antônio Olinto,0.00259
Apucarana,0.04299
Arapongas,0.05497
Arapoti,0.01606
Arapuã,0.00169
Araruna,0.00607
Araucária,0.28037
Ariranha do Ivaí,0.00143
Assaí,0.00599
Assis Chateaubriand,0.01812
Astorga,0.0098
Atalaia,0.00197
Balsa Nova,0.01028
Bandeirantes,0.01147
Barbosa Ferraz,0.00332
Barracão,0.00293
Barra do Jacaré,0.00167
Bela Vista da Caroba,0.00119
Bela Vista do Paraíso,0.00581
Bituruna,0.00613
Boa Esperança,0.00317
Boa Esperança do Iguaçu,0.00158
Boa Ventura de São Roque,0.00401
Boa Vista da Aparecida,0.00206
Bocaiúva do Sul,0.00311
Bom Jesus do Sul,0.00128
Bom Sucesso,0.00175
Bom Sucesso do Sul,0.00333
Borrazópolis,0.00273
Braganey,0.00268
Brasilândia do Sul,0.00306
Cafeara,0.00127
Cafelândia,0.02163
Cafezal do Sul,0.00165
Califórnia,0.00281
Cambará,0.00909
Cambé,0.05581
Cambira,0.00311
Campina da Lagoa,0.00642
Campina do Simão,0.00167
Campina Grande do Sul,0.02415
Campo Bonito,0.00249
Campo do Tenente,0.0029
Campo Largo,0.06362
Campo Magro,0.00601
Campo Mourão,0.05712
Cândido de Abreu,0.00468
Candói,0.00943
Cantagalo,0.00373
Capanema,0.01228
Capitão Leônidas Marques,0.01393
Carambeí,0.01752
Carlópolis,0.00509
Cascavel,0.17518
Castro,0.04029
Catanduvas,0.00395
Centenário do Sul,0.00486
Cerro Azul,0.0045
Céu Azul,0.01046
Chopinzinho,0.01009
Cianorte,0.03373
Cidade Gaúcha,0.00479
Clevelândia,0.0093
Colombo,0.06318
Colorado,0.00884
Congonhinhas,0.00317
Conselheiro Mairinck,0.00169
Contenda,0.00619
Corbélia,0.01181
Cornélio Procópio,0.02011
Coronel Domingos Soares,0.00359
Coronel Vivida,0.00985
Corumbataí do Sul,0.00097
Cruzeiro do Iguaçu,0.00197
Cruzeiro do Oeste,0.00954
Cruzeiro do Sul,0.00228
Cruz Machado,0.0056
Cruzmaltina,0.00168
Curitiba,1.08746
Curiúva,0.00306
Diamante do Norte,0.00331
Diamante do Sul,0.00083
Diamante D'Oeste,0.00142
Dois Vizinhos,0.02249
Douradina,0.00933
Doutor Camargo,0.00222
Enéas Marques,0.00345
Engenheiro Beltrão,0.00629
Esperança Nova,0.00072
Entre Rios do Oeste,0.00347
Espigão Alto do Iguaçu,0.00181
Farol,0.00239
Faxinal,0.00555
Fazenda Rio Grande,0.03676
Fênix,0.00236
Fernandes Pinheiro,0.00282
Figueira,0.00179
Floraí,0.00265
Flor da Serra do Sul,0.00203
Floresta,0.00301
Florestópolis,0.00444
Flórida,0.00089
Formosa do Oeste,0.00411
Foz do Iguaçu,0.21049
Francisco Alves,0.00322
Francisco Beltrão,0.041
Foz do Jordão,0.00204
General Carneiro,0.00494
Godoy Moreira,0.0008
Goioerê,0.01192
Goioxim,0.00343
Grandes Rios,0.00192
Guaíra,0.01265
Guairaçá,0.00302
Guamiranga,0.00327
Guapirama,0.00196
Guaporema,0.00087
Guaraci,0.00248
Guaraniaçu,0.00568
Guarapuava,0.0922
Guaraqueçaba,0.00131
Guaratuba,0.0109
Honório Serpa,0.00331
Ibaiti,0.00975
Ibema,0.00202
Ibiporã,0.03677
Icaraíma,0.00275
Iguaraçu,0.00236
Iguatu,0.00093
Imbaú,0.00306
Imbituva,0.01432
Inácio Martins,0.00295
Inajá,0.00065
Indianópolis,0.00563
Ipiranga,0.00683
Iporã,0.00663
Iracema do Oeste,0.00216
Irati,0.02537
Iretama,0.00393
Itaguajé,0.00135
Itaipulândia,0.00582
Itambaracá,0.00248
Itambé,0.00253
Itapejara d'Oeste,0.00836
Itaperuçu,0.00696
Itaúna do Sul,0.00097
Ivaí,0.00552
Ivaiporã,0.01052
Ivaté,0.00226
Ivatuba,0.00159
Jaboti,0.00178
Jacarezinho,0.01773
Jaguapitã,0.01164
Jaguariaíva,0.01985
Jandaia do Sul,0.00877
Janiópolis,0.00268
Japira,0.00181
Japurá,0.00356
Jardim Alegre,0.00415
Jardim Olinda,0.00063
Jataizinho,0.00314
Jesuítas,0.0049
Joaquim Távora,0.00754
Jundiaí do Sul,0.00142
Juranda,0.00489
Jussara,0.0045
Kaloré,0.00184
Lapa,0.03153
Laranjal,0.00125
Laranjeiras do Sul,0.0114
Leópolis,0.00252
Lidianópolis,0.00139
Lindoeste,0.00223
Loanda,0.00774
Lobato,0.00239
Londrina,0.26192
Luiziana,0.00607
Lunardelli,0.00158
Lupionópolis,0.00146
Mallet,0.00842
Mamborê,0.0088
Mandaguaçu,0.00763
Mandaguari,0.02037
Mandirituba,0.00738
Manfrinópolis,0.0009
Mangueirinha,0.01968
Manoel Ribas,0.0059
Marechal Cândido Rondon,0.03244
Maria Helena,0.00149
Marialva,0.02945
Marilândia do Sul,0.00518
Marilena,0.00194
Mariluz,0.00316
Maringá,0.2514
Mariópolis,0.00488
Maripá,0.00531
Marmeleiro,0.00705
Marquinho,0.00124
Marumbi,0.00115
Matelândia,0.01217
Matinhos,0.0099
Mato Rico,0.00137
Mauá da Serra,0.00415
Medianeira,0.0271
Mercedes,0.00309
Mirador,0.00141
Miraselva,0.00058
Missal,0.00518
Moreira Sales,0.0034
Morretes,0.00432
Munhoz de Melo,0.00152
Nossa Senhora das Graças,0.0011
Nova Aliança do Ivaí,0.00058
Nova América da Colina,0.00108
Nova Aurora,0.0091
Nova Cantu,0.00386
Nova Esperança,0.01047
Nova Esperança do Sudoeste,0.00183
Nova Fátima,0.00349
Nova Laranjeiras,0.00342
Nova Londrina,0.00492
Nova Olímpia,0.00121
Nova Santa Bárbara,0.00123
Nova Santa Rosa,0.00488
Nova Prata do Iguaçu,0.00547
Nova Tebas,0.00211
Novo Itacolomi,0.00101
Ortigueira,0.03025
Ourizona,0.00185
Ouro Verde do Oeste,0.00354
Paiçandu,0.01174
Palmas,0.01794
Palmeira,0.01822
Palmital,0.00367
Palotina,0.03125
Paraíso do Norte,0.00419
Paranacity,0.00361
Paranaguá,0.15143
Paranapoema,0.00102
Paranavaí,0.03529
Pato Bragado,0.0027
Pato Branco,0.05047
Paula Freitas,0.00488
Paulo Frontin,0.0044
Peabiru,0.00504
Perobal,0.00313
Pérola,0.00399
Pérola d'Oeste,0.00264
Piên,0.01017
Pinhais,0.08836
Pinhalão,0.00279
Pinhal de São Bento,0.00089
Pinhão,0.01992
Piraí do Sul,0.01322
Piraquara,0.01713
Pitanga,0.01266
Pitangueiras,0.00135
Planaltina do Paraná,0.00115
Planalto,0.00472
Ponta Grossa,0.21627
Pontal do Paraná,0.00725
Porecatu,0.00615
Porto Amazonas,0.00181
Porto Barreiro,0.00189
Porto Rico,0.00121
Porto Vitória,0.0011
Prado Ferreira,0.0019
Pranchita,0.00366
Presidente Castelo Branco,0.00164
Primeiro de Maio,0.00412
Prudentópolis,0.01744
Quarto Centenário,0.00403
Quatiguá,0.00235
Quatro Barras,0.02154
Quatro Pontes,0.00281
Quedas do Iguaçu,0.01627
Querência do Norte,0.00292
Quinta do Sol,0.00286
Quitandinha,0.00565
Ramilândia,0.00126
Rancho Alegre,0.00206
Rancho Alegre D'Oeste,0.00261
Realeza,0.00825
Rebouças,0.00595
Renascença,0.00469
Reserva,0.0084
Reserva do Iguaçu,0.00289
Ribeirão Claro,0.00426
Ribeirão do Pinhal,0.00375
Rio Azul,0.0081
Rio Bom,0.00116
Rio Bonito do Iguaçu,0.0049
Rio Branco do Ivaí,0.00128
Rio Branco do Sul,0.01526
Rio Negro,0.01441
Rolândia,0.03967
Roncador,0.00664
Rondon,0.00388
Rosário do Ivaí,0.00144
Sabáudia,0.00783
Salgado Filho,0.00138
Salto do Itararé,0.00115
Salto do Lontra,0.00588
Santa Amélia,0.00112
Santa Cecília do Pavão,0.0017
Santa Cruz de Monte Castelo,0.00416
Santa Fé,0.00355
Santa Helena,0.01626
Santa Inês,0.00057
Santa Isabel do Ivaí,0.00281
Santa Izabel do Oeste,0.00518
Santa Lúcia,0.00155
Santa Maria do Oeste,0.00297
Santa Mariana,0.00547
Santa Mônica,0.00101
Santana do Itararé,0.0019
Santa Tereza do Oeste,0.00646
Santa Terezinha de Itaipu,0.00763
Santo Antônio da Platina,0.01671
Santo Antônio do Caiuá,0.0006
Santo Antônio do Paraíso,0.00117
Santo Antônio do Sudoeste,0.00719
Santo Inácio,0.0059
São Carlos do Ivaí,0.00439
São Jerônimo da Serra,0.00358
São João,0.00988
São João do Caiuá,0.00172
São João do Ivaí,0.00401
São João do Triunfo,0.00643
São Jorge d'Oeste,0.00525
São Jorge do Ivaí,0.00445
São Jorge do Patrocínio,0.00161
São José da Boa Vista,0.00255
São José das Palmeiras,0.0011
São José dos Pinhais,0.2997
São Manoel do Paraná,0.00069
São Mateus do Sul,0.01683
São Miguel do Iguaçu,0.01631
São Pedro do Iguaçu,0.00274
São Pedro do Ivaí,0.00411
São Pedro do Paraná,0.001
São Sebastião da Amoreira,0.00333
São Tomé,0.00181
Sapopema,0.00171
Sarandi,0.023
Saudade do Iguaçu,0.00873
Sengés,0.00738
Serranópolis do Iguaçu,0.00323
Sertaneja,0.00462
Sertanópolis,0.00767
Siqueira Campos,0.00784
Sulina,0.00176
Tamarana,0.00435
Tamboara,0.0014
Tapejara,0.00551
Tapira,0.0017
Teixeira Soares,0.00684
Telêmaco Borba,0.05452
Terra Boa,0.00632
Terra Rica,0.00417
Terra Roxa,0.00992
Tibagi,0.01598
Tijucas do Sul,0.0064
Toledo,0.08303
Tomazina,0.0036
Três Barras do Paraná,0.00484
Tunas do Paraná,0.0016
Tuneiras do Oeste,0.00259
Tupãssi,0.00479
Turvo,0.00668
Ubiratã,0.01902
Umuarama,0.04554
União da Vitória,0.02174
Uniflor,0.00111
Uraí,0.00408
Wenceslau Braz,0.00789
Ventania,0.00386
Vera Cruz do Oeste,0.00379
Verê,0.00555
Alto Paraíso,0.00126
Doutor Ulysses,0.0011
Virmond,0.00211
Vitorino,0.00553
Xambrê,0.00133
Abdon Batista,0.00083
Abelardo Luz,0.00872
Agrolândia,0.0044
Agronômica,0.00258
Água Doce,0.00722
Águas de Chapecó,0.00153
Águas Frias,0.00181
Águas Mornas,0.00221
Alfredo Wagner,0.00373
Alto Bela Vista,0.00088
Anchieta,0.00226
Angelina,0.00194
Anita Garibaldi,0.00257
Anitápolis,0.00094
Antônio Carlos,0.00884
Apiúna,0.00491
Arabutã,0.00316
Araquari,0.08308
Araranguá,0.02646
Armazém,0.00302
Arroio Trinta,0.0014
Arvoredo,0.00226
Ascurra,0.00272
Atalanta,0.0014
Aurora,0.00451
Balneário Arroio do Silva,0.00246
Balneário Camboriú,0.08164
Balneário Barra do Sul,0.00282
Balneário Gaivota,0.00241
Bandeirante,0.00113
Barra Bonita,0.00058
Barra Velha,0.02632
Bela Vista do Toldo,0.00218
Belmonte,0.00064
Benedito Novo,0.00522
Biguaçu,0.02962
Blumenau,0.22832
Bocaina do Sul,0.00151
Bombinhas,0.00973
Bom Jardim da Serra,0.00412
Bom Jesus,0.00178
Bom Jesus do Oeste,0.00082
Bom Retiro,0.00469
Botuverá,0.00478
Braço do Norte,0.01936
Braço do Trombudo,0.00278
Brunópolis,0.00153
Brusque,0.09679
Caçador,0.05218
Caibi,0.00351
Calmon,0.00108
Camboriú,0.02488
Capão Alto,0.00261
Campo Alegre,0.00776
Campo Belo do Sul,0.0037
Campo Erê,0.00486
Campos Novos,0.02896
Canelinha,0.00328
Canoinhas,0.02444
Capinzal,0.01188
Capivari de Baixo,0.01496
Catanduvas,0.00589
Caxambu do Sul,0.00182
Celso Ramos,0.00073
Cerro Negro,0.00157
Chapadão do Lageado,0.00109
Chapecó,0.15194
Cocal do Sul,0.00982
Concórdia,0.05059
Cordilheira Alta,0.00482
Coronel Freitas,0.00423
Coronel Martins,0.00064
Corupá,0.00885
Correia Pinto,0.00656
Criciúma,0.11167
Cunha Porã,0.01029
